OTU,Domain,Phylum,Class,Order,Family,Genus
DENOVO13793,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter
DENOVO13794,Unclassified,,,,,
DENOVO13795,Unclassified,,,,,
DENOVO13796,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 2,Alkaliphilus
DENOVO13797,Bacteria,Proteobacteria,Deltaproteobacteria,NB1-j,Ambiguous_taxa,Ambiguous_taxa
DENOVO13798,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,uncultured
DENOVO13799,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Spirosomaceae,Lacihabitans
DENOVO13800,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,uncultured
DENOVO13801,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,uncultured
DENOVO13802,Bacteria,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Candidatus Bacilloplasma
DENOVO13803,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium
DENOVO13804,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,uncultured bacterium,uncultured bacterium
DENOVO13805,Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,Oligoflexaceae,Oligoflexus
DENOVO13806,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Neisseriaceae,Kingella
DENOVO13807,Bacteria,Firmicutes,Clostridia,Clostridiales,Family XVI,Carboxydocella
DENOVO13808,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto 13
DENOVO13809,Bacteria,Acidobacteria,Blastocatellia (Subgroup 4),Nov-24,uncultured bacterium,uncultured bacterium
DENOVO13810,Bacteria,Patescibacteria,Gracilibacteria,,,
DENOVO13811,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Nesterenkonia
DENOVO13812,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Undibacterium
DENOVO13813,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio
DENOVO13814,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,uncultured,uncultured bacterium
DENOVO13815,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto 12
DENOVO13816,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus
DENOVO13817,Bacteria,Chloroflexi,Anaerolineae,SBR1031,A4b,uncultured organism
DENOVO13818,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,Lewinella
DENOVO13819,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Cryomorphaceae,uncultured
DENOVO13820,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,uncultured
DENOVO13821,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,uncultured
DENOVO13822,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,uncultured
DENOVO13823,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Pseudofulvibacter
DENOVO13824,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,Cnuella
DENOVO13825,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Aquibacter
DENOVO13826,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium
DENOVO13827,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Jeotgalibacillus
DENOVO13828,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,,
DENOVO13829,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria Incertae Sedis,Unknown Family,Candidatus Ovatusbacter
DENOVO13830,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,CL500-3
DENOVO13831,Bacteria,Synergistetes,Synergistia,Synergistales,Synergistaceae,uncultured
DENOVO13832,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,SM2D12,uncultured bacterium
DENOVO13833,Bacteria,Spirochaetes,MVP-15,uncultured bacterium,uncultured bacterium,uncultured bacterium
DENOVO13834,Bacteria,BRC1,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium
DENOVO13835,Bacteria,Chloroflexi,Chloroflexia,Thermomicrobiales,JG30-KF-CM45,Ambiguous_taxa
DENOVO13836,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Pseudohongiellaceae,BIyi10
DENOVO13837,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides
DENOVO13838,Bacteria,Chloroflexi,Anaerolineae,Jan-20,uncultured bacterium,uncultured bacterium
DENOVO13839,Unclassified,,,,,
DENOVO13840,Unclassified,,,,,
DENOVO13841,Unclassified,,,,,
DENOVO13842,Unclassified,,,,,
DENOVO13843,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,,
DENOVO13844,Bacteria,Firmicutes,Clostridia,Clostridiales,Christensenellaceae,Christensenellaceae R-7 group
DENOVO13845,Unclassified,,,,,
DENOVO13846,Unclassified,,,,,
DENOVO13847,Unclassified,,,,,
DENOVO13848,Unclassified,,,,,
DENOVO13849,Unclassified,,,,,
DENOVO13850,Unclassified,,,,,
DENOVO13851,Unclassified,,,,,
DENOVO13852,Unclassified,,,,,
DENOVO13853,Unclassified,,,,,
DENOVO13854,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
DENOVO13855,Unclassified,,,,,
DENOVO13856,Unclassified,,,,,
DENOVO13857,Bacteria,Patescibacteria,CPR2,uncultured bacterium,uncultured bacterium,uncultured bacterium
DENOVO13858,Unclassified,,,,,
DENOVO13859,Unclassified,,,,,
DENOVO13860,Unclassified,,,,,
DENOVO13861,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Rubinisphaeraceae,SH-PL14
DENOVO13862,Unclassified,,,,,
DENOVO13863,Unclassified,,,,,
DENOVO13864,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Propionibacterium
DENOVO13865,Unclassified,,,,,
DENOVO13866,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,Ambiguous_taxa,Ambiguous_taxa
DENOVO13867,Unclassified,,,,,
DENOVO13868,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Faecalitalea
DENOVO13869,Unclassified,,,,,
DENOVO13870,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter
DENOVO13871,Unclassified,,,,,
DENOVO13872,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas
DENOVO13873,Unclassified,,,,,
DENOVO13874,Bacteria,Acidobacteria,Thermoanaerobaculia,Thermoanaerobaculales,Thermoanaerobaculaceae,Subgroup 10
DENOVO13875,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Hymenobacteraceae,Hymenobacter
DENOVO13876,Unclassified,,,,,
DENOVO13877,Unclassified,,,,,
DENOVO13878,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,uncultured
DENOVO13879,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio
DENOVO13880,Unclassified,,,,,
DENOVO13881,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus
DENOVO13882,Bacteria,Deinococcus-Thermus,Deinococci,Deinococcales,Trueperaceae,Truepera
DENOVO13883,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Intrasporangiaceae,
DENOVO13884,Unclassified,,,,,
DENOVO13885,Bacteria,Proteobacteria,Gammaproteobacteria,,,
DENOVO13886,Bacteria,Bacteroidetes,Ignavibacteria,OPB56,uncultured bacterium,uncultured bacterium
DENOVO13887,Unclassified,,,,,
DENOVO13888,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Parachlamydiaceae,Neochlamydia
DENOVO13889,Bacteria,Actinobacteria,Acidimicrobiia,Microtrichales,,
DENOVO13890,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,,
DENOVO13891,Bacteria,Proteobacteria,Gammaproteobacteria,,,
DENOVO13892,Unclassified,,,,,
DENOVO13893,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium
DENOVO13894,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,,
DENOVO13895,Bacteria,Proteobacteria,Gammaproteobacteria,PLTA13,,
DENOVO13896,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,NS9 marine group,uncultured bacterium
DENOVO13897,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Weeksellaceae,Cloacibacterium
DENOVO13898,Unclassified,,,,,
DENOVO13899,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,
DENOVO13900,Unclassified,,,,,
DENOVO13901,Unclassified,,,,,
DENOVO13902,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidetes vadinHA17,uncultured bacterium
DENOVO13903,Bacteria,Verrucomicrobia,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,uncultured Verrucomicrobia bacterium
DENOVO13904,Bacteria,Bacteroidetes,Bacteroidia,,,
DENOVO13905,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Demequinaceae,
DENOVO13906,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Simkaniaceae,Candidatus Renichlamydia
DENOVO13907,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Steroidobacteraceae,uncultured
DENOVO13908,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,Citrus maxima,Citrus maxima
DENOVO13909,Bacteria,Proteobacteria,Gammaproteobacteria,,,
DENOVO13910,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,,
DENOVO13911,Unclassified,,,,,
DENOVO13912,Unclassified,,,,,
DENOVO13913,Bacteria,Firmicutes,Bacilli,Lactobacillales,P5D1-392,uncultured bacterium
DENOVO13914,Bacteria,Actinobacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,
DENOVO13915,Bacteria,Chloroflexi,Anaerolineae,Caldilineales,Caldilineaceae,uncultured
DENOVO13916,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Myroides
DENOVO13917,Bacteria,Cyanobacteria,Melainabacteria,Gastranaerophilales,uncultured bacterium,uncultured bacterium
DENOVO13918,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes
DENOVO13919,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Cavicella
DENOVO13920,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella
DENOVO13921,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,,
DENOVO13922,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus
DENOVO13923,Bacteria,Bacteroidetes,Ignavibacteria,OPB56,uncultured bacterium,uncultured bacterium
DENOVO13924,Unclassified,,,,,
DENOVO13925,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium 1
DENOVO13926,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Microscillaceae,uncultured
DENOVO13927,Bacteria,Epsilonbacteraeota,Campylobacteria,Campylobacterales,uncultured,
DENOVO13928,Bacteria,Patescibacteria,Parcubacteria,Candidatus Kaiserbacteria,uncultured bacterium,uncultured bacterium
DENOVO13929,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella 6
DENOVO13930,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Desulfococcus
DENOVO13931,Bacteria,Acidobacteria,Aminicenantia,Aminicenantales,uncultured bacterium,uncultured bacterium
DENOVO13932,Bacteria,Firmicutes,Clostridia,Clostridiales,Christensenellaceae,Christensenellaceae R-7 group
DENOVO13933,Bacteria,Firmicutes,Clostridia,Flavobacteriales,Weeksellaceae,Acetoanaerobium
DENOVO13934,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Fastidiosipila
DENOVO13935,Bacteria,Omnitrophicaeota,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium
DENOVO13936,Bacteria,Dependentiae,Babeliae,Babeliales,UBA12409,uncultured bacterium
DENOVO13937,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,uncultured
DENOVO13938,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Midichloriaceae,Candidatus Jidaibacter
DENOVO13939,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,
DENOVO13940,Bacteria,Patescibacteria,WS6 (Dojkabacteria),uncultured bacterium,uncultured bacterium,uncultured bacterium
DENOVO13941,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,Haliscomenobacter
DENOVO13942,Bacteria,Chloroflexi,Anaerolineae,Caldilineales,Caldilineaceae,uncultured
DENOVO13943,Bacteria,Chloroflexi,Anaerolineae,Caldilineales,Caldilineaceae,uncultured
DENOVO13944,Bacteria,Patescibacteria,Parcubacteria,Candidatus Kaiserbacteria,uncultured bacterium,uncultured bacterium
DENOVO13945,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prolixibacteraceae,WCHB1-32
DENOVO13946,Bacteria,Edwardsbacteria,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium
DENOVO13947,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,
DENOVO13948,Bacteria,Actinobacteria,Actinobacteria,Frankiales,Sporichthyaceae,
DENOVO13949,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,
DENOVO13950,Bacteria,Proteobacteria,Deltaproteobacteria,Deltaproteobacteria Incertae Sedis,Syntrophorhabdaceae,Syntrophorhabdus
DENOVO13951,Bacteria,Chloroflexi,JG30-KF-CM66,,,
DENOVO13952,Bacteria,Actinobacteria,Acidimicrobiia,Actinomarinales,uncultured,
DENOVO13953,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Nitrosomonadaceae,GOUTA6
DENOVO13954,Bacteria,Rokubacteria,NC10,Rokubacteriales,Ambiguous_taxa,Ambiguous_taxa
DENOVO13955,Bacteria,Patescibacteria,Parcubacteria,Candidatus Moranbacteria,uncultured bacterium,uncultured bacterium
DENOVO13956,Bacteria,Nitrospirae,Thermodesulfovibrionia,uncultured,,
DENOVO13957,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidetes vadinHA17,uncultured bacterium
DENOVO13958,Bacteria,Chloroflexi,Chloroflexia,Thermomicrobiales,JG30-KF-CM45,uncultured bacterium
DENOVO13959,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophaceae,uncultured
DENOVO13960,Bacteria,Chloroflexi,Anaerolineae,Jan-20,Ambiguous_taxa,Ambiguous_taxa
DENOVO13961,Bacteria,Chloroflexi,Anaerolineae,Caldilineales,Caldilineaceae,uncultured
DENOVO13962,Bacteria,Chloroflexi,SHA-26,uncultured bacterium,uncultured bacterium,uncultured bacterium
DENOVO13963,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,alphaI cluster
DENOVO13964,Bacteria,Latescibacteria,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium
DENOVO13965,Bacteria,Patescibacteria,Parcubacteria,Candidatus Kaiserbacteria,uncultured bacterium,uncultured bacterium
DENOVO13966,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium 1
DENOVO13967,Bacteria,Chloroflexi,SHA-26,uncultured soil bacterium,uncultured soil bacterium,uncultured soil bacterium
DENOVO13968,Bacteria,Chloroflexi,OLB14,,,
DENOVO13969,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,uncultured
DENOVO13970,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Microbacterium
DENOVO13971,Bacteria,Verrucomicrobia,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,Ambiguous_taxa
DENOVO13972,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,Ambiguous_taxa,Ambiguous_taxa
DENOVO13973,Bacteria,WPS-2,Ambiguous_taxa,Ambiguous_taxa,Ambiguous_taxa,Ambiguous_taxa
DENOVO13974,Bacteria,Chloroflexi,Anaerolineae,Caldilineales,Caldilineaceae,uncultured
DENOVO13975,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,
DENOVO13976,Unclassified,,,,,
DENOVO13977,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophaceae,Desulfomonile
DENOVO13978,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Gallionellaceae,uncultured
DENOVO13979,Bacteria,Firmicutes,Clostridia,DTU014,Ambiguous_taxa,Ambiguous_taxa
DENOVO13980,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,,
DENOVO13981,Bacteria,BRC1,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium
DENOVO13982,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas
DENOVO13983,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,Desulfobulbus
DENOVO13984,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,uncultured
DENOVO13985,Bacteria,Proteobacteria,Gammaproteobacteria,R7C24,Ambiguous_taxa,Ambiguous_taxa
DENOVO13986,Bacteria,Actinobacteria,Acidimicrobiia,Actinomarinales,uncultured,uncultured bacterium
DENOVO13987,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,Devosia
DENOVO13988,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,
DENOVO13989,Bacteria,Chloroflexi,Anaerolineae,Caldilineales,Caldilineaceae,uncultured
DENOVO13990,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Microvirga
DENOVO13991,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Spirochaeta 2
DENOVO13992,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bacteriovoracaceae,Bacteriovorax
DENOVO13993,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Comamonas
DENOVO13994,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Phaselicystidaceae,Phaselicystis
DENOVO13995,Bacteria,Patescibacteria,Parcubacteria,uncultured bacterium,uncultured bacterium,uncultured bacterium
DENOVO13996,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,Sediminibacterium
DENOVO13997,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodopirillaceae,Defluviicoccus
DENOVO13998,Unclassified,,,,,
DENOVO13999,Unclassified,,,,,
DENOVO14000,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides
DENOVO14001,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Rhizobacter
DENOVO14002,Bacteria,Actinobacteria,Actinobacteria,Streptosporangiales,Streptosporangiaceae,Ambiguous_taxa
DENOVO14003,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces
DENOVO14004,Unclassified,,,,,
DENOVO14005,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bacteriovoracaceae,Bacteriovorax
DENOVO14006,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus
DENOVO14007,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus
DENOVO14008,Bacteria,Proteobacteria,Gammaproteobacteria,,,
